Nomor,Kitab,Bab,indo
91,Ilmu,Orang yang bersimpuh/berlutut kepada imam atau ahli hadits',"'Siapakah bapakku?' Nabi shallallahu 'alaihi wasallam menjawab: 'Bapakmu Hudzaafah'. Ketika semakin banyak pertanyaan, Nabi bersabda: 'Bertanyalah kalian kepadaku?' Maka Umar turun berlutut seraya berkata: 'Kami ridla Allah sebagai Rabb kami, Islam sebagai agama kami dan Muhammad shallallahu 'alaihi"
89,Ilmu,Marah ketika memberi nasihat dan mengajar jika nelihat sesuatu y',"'Kenalilah tali pengikatnya, atau Beliau berkata; kantong dan tutupnya, kemudian umumkan selama satu tahun, setelah itu pergunakanlah. Jika datang pemiliknya maka berikanlah kepadanya'. Orang itu bertanya: 'Bagaimana dengan orang yang menemukan unta?' Maka Nabi shallallahu 'alaihi wasallam marah hin"
92,Ilmu,Mengulang hadits sampai tiga kali agar dapat difahami',"Nabi shallallahu 'alaihi wasallam, bahwa Nabi shallallahu 'alaihi wasallam apabila memberi salam, diucapkannya tiga kali dan bila berbicara dengan satu kalimat diulangnya tiga kali."
95,Ilmu,Mengajarkan ilmu kepada hamba sahaya dan keluarganya',"'Ada tiga orang yang akan mendapat pahala dua kali; seseorang dari Ahlul Kitab yang beriman kepada Nabinya dan beriman kepada Muhammad shallallahu 'alaihi wasallam, dan seorang hamba sahaya yang menunaikan hak Allah dan hak tuannya. Dan seseorang yang memiliki hamba sahaya wanita lalu dia memperlaku"
94,Ilmu,Mengulang hadits sampai tiga kali agar dapat difahami','celakalah bagi tumit-tumit yang tidak basah akan masuk neraka.' Diserukannya hingga dua atau tiga kali.
93,Ilmu,Mengulang hadits sampai tiga kali agar dapat difahami',"Nabi shallallahu 'alaihi wasallam, bahwa Nabi shallallahu 'alaihi wasallam bila berbicara diulangnya tiga kali hingga dapat dipahami dan bila mendatangi kaum, Beliau memberi salam tiga kali."
98,Ilmu,Cara dicabutnya ilmu',"'Sesungguhnya Allah tidaklah mencabut ilmu sekaligus mencabutnya dari hamba, akan tetapi Allah mencabut ilmu dengan cara mewafatkan para ulama hingga bila sudah tidak tersisa ulama maka manusia akan mengangkat pemimpin dari kalangan orang-orang bodoh, ketika mereka ditanya mereka berfatwa tanpa ilmu"
96,Ilmu,Pemimpin memberikan nasihat dan pengajaran kepada kaum wanita',Rasulullah shallallahu 'alaihi wasallam
97,Ilmu,Antusias untuk mencari hadits',"'Wahai Rasulullah siapakah orang yang paling berbahagia dengan syafa'atmu pada hari kiamat?' Rasulullah shallallahu 'alaihi wasallam menjawab: 'Aku telah menduga wahai Abu Hurairah, bahwa tidak ada orang yang mendahuluimu dalam menanyakan masalah ini, karena aku lihat betapa perhatian dirimu terhada"
100,Ilmu,Siapa yang mendengar sesuatu namun belum dipahaminya hendaklah d','Siapa yang dihisab berarti dia disiksa' Aisyah berkata: maka aku bertanya kepada Nabi: 'Bukankah Allah Ta'ala berfirman: 'Kelak dia akan dihisab dengan hisab yang ringan' Aisyah berkata: Maka Nabi shallallahu 'alaihi wasallam bersabda: 'Sesungguhnya yang dimaksud itu adalah pemaparan (amalan). Akan
103,Ilmu,Dosa orang yang berdusta atas nama Nabi ﷺ',"'Nabi shallallahu 'alaihi wasallam bersabda: 'Janganlah kalian berdusta terhadapku (atas namaku), karena barangsiapa berduasta terhadapku dia akan masuk neraka.'"
99,Ilmu,Perlukan menetapkan hari tertentu untuk megajarkan ilmu kepada k',"'kaum lelaki telah mengalahkan kami untuk bertemu dengan engkau, maka berilah kami satu hari untuk bermajelis dengan diri tuan' Maka Nabi shallallahu 'alaihi wasallam berjanji kepada mereka satu untuk bertemu mereka, lalu Nabi shallallahu 'alaihi wasallam memberi pelajaran dan memerintahkan kepada m"
101,Ilmu,Orang yang hadir hendaklah menyampaikan ilmu yang didengarnya ke',"'Wahai amir, izinkan aku menyampaikan satu persoalan yang pernah Nabi shallallahu 'alaihi wasallam sampaikan dalam khutbahnya saat pembebasan Makkah. Kedua telingaku mendengar, hatiku merasakannya dan kedua mataku melihat, beliau memuji Allah dan mensucikan Allah seraya bersabda: 'Sesungguhnya Makka"
102,Ilmu,Orang yang hadir hendaklah menyampaikan ilmu yang didengarnya ke',"'Sesungguhnya darah kalian, harta kalian, Muhammad berkata; menurutku beliau mengatakan, 'dan kehormatan kalian adalah haram atas kalian sebagaimana haramnya hari kalian ini di bulan kalian ini. Hendaklah yang hadir menyampaikan kepada yang tidak hadir.' Dan Muhammad berkata, 'Benarlah Rasulullah sh"
105,Ilmu,Dosa orang yang berdusta atas nama Nabi ﷺ',"'Beliau melarangku untuk banyak menceritakan hadits kepada kalian karena Nabi shallallahu 'alaihi wasallam bersabda: 'Barangsiapa sengaja berdusta terhadapku (atas namaku), maka hendaklah ia persiapkan tempat duduknya di neraka.'"
104,Ilmu,Dosa orang yang berdusta atas nama Nabi ﷺ',"'Aku berkata kepada Az Zubair, 'Aku belum pernah mendengar kamu membicarakan sesuatu dari Rasulullah shallallahu 'alaihi wasallam sebagaimana orang-orang lain membicarakannya?' Az Zubair menjawab, 'Aku tidak pernah berpisah dengan beliau, aku mendengar beliau mengatakan: 'Barangsiapa berdusta terhad"
106,Ilmu,Dosa orang yang berdusta atas nama Nabi ﷺ',"'Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Barangsiapa berkata tentangku yang tidak pernah aku katakan, maka hendaklah ia persiapkan tempat duduknya di neraka.'"
107,Ilmu,Dosa orang yang berdusta atas nama Nabi ﷺ',"'Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Berikanlah nama dengan namaku dan jangan dengan julukanku. Karena barangsiapa melihatku dalam mimpinya sungguh dia benar-benar telah melihatku, karena setan tidak sanggup menyerupai bentukku. Dan barangsiapa berdusta terhadapku, maka hendak"
108,Ilmu,Penulisan ilmu',"'Aku bertanya kepada 'Ali bin Abu Thalib, 'Apakah kalian memiliki kitab?' ia menjawab, 'Tidak, kecuali Kitabullah atau pemahaman yang diberikan kepada seorang Muslim, atau apa yang ada pada lembaran ini.' Aku katakan, 'Apa yang ada dalam lembaran ini?' Dia menjawab, 'Tebusan, membebaskan tawanan, da"
113,Ilmu,Membicarakan ilmu sebelum tidur','Nabi shallallahu 'alaihi wasallam shalat Isya' bersama kami di akhir hayatnya. Setelah selesai memberi salam beliau berdiri dan bersabda: 'Tidakkah kalian perhatikan malam kalian ini?. Sesungguhnya pada setiap penghujung seratus tahun darinya tidak akan tersisa seorangpun dari muka bumi ini.'
109,Ilmu,Penulisan ilmu',"'Sesungguhnya Allah telah membebaskan Makkah dari pembunuhan, atau pasukan gajah.' Abu Ubaidullah berkata, 'Demikian Abu Nu'aim menyebutkannya, mereka ragu antara 'pembunuhan' dan 'gajah'. Sedangkan yang lian berkata, 'Gajah. Lalu Allah memenangkan Rasulullah shallallahu 'alaihi wasallam dan kaum Mu"
111,Ilmu,Penulisan ilmu',"'Ketika Nabi shallallahu 'alaihi wasallam bertambah parah sakitnya, beliau bersabda: 'Berikan aku surat biar aku tuliskan sesuatu untuk kalian sehingga kalian tidak akan sesat setelahku.' Umar berkata, 'Sesungguhnya Nabi shallallahu 'alaihi wasallam semakin berat sakitnya dan di sisi kami ada Kitabu"
110,Ilmu,Penulisan ilmu',"'Tidaklah ada seorangpun dari sahabat Nabi shallallahu 'alaihi wasallam yang lebih banyak haditsnya dibandingkan aku, kecuali 'Abdullah bin 'Amru. Sebab ia bisa menulis sedang saya tidak.' Ma'mar juga meriwayatkan dari Hammam dari Abu Hurairah.'"
114,Ilmu,Membicarakan ilmu sebelum tidur',"'Aku bermalam di rumah bibiku (Maimunah binti Al Harits), isteri Nabi shallallahu 'alaihi wasallam. Dan saat itu Nabi shallallahu 'alaihi wasallam bersamanya karena memang menjadi gilirannya. Nabi shallallahu 'alaihi wasallam melaksanakan shalat isya`, lalu beliau pulang ke rumahnya dan shalat empat"
112,Ilmu,Menyampaikan ilmu dan pelajaran di malam hari',"'Pada suatu malam Nabi shallallahu 'alaihi wasallam terbangun lalu bersabda: 'Subhaanallah (Maha suci Allah), fitnah apakah yang diturunkan pada malam ini? Dan apa yang dibuka dari dua perbendaharaan (Ramawi dan Parsi)? Bangunlah wahai orang-orang yang ada di balik dinding (kamar-kamar), karena beta"
117,Ilmu,Menghafal ilmu',"'Aku menyimpan ilmu (hadits) dari Rasulullah shallallahu 'alaihi wasallam pada dua wadah. Yang satu aku sebarkan dan sampaikan, yang satu lagi sekiranya aku sampaikan maka akan terputuslah tenggorakan ini.'"
115,Ilmu,Menghafal ilmu',"'Sesungguhnya orang-orang mengatakan, 'Abu Hurairah adalah yang paling banyak (menyampaikan hadits dari Rasulullah shallallahu 'alaihi wasallam), kalau bukan karena dua ayat dalam Kitabullah aku tidak akan menyampaikannya.' Lalu dia membaca ayat: '(Sesungguhnya orang-orang yang menyembunyikan apa ya"
116,Ilmu,Menghafal ilmu',"'Aku berkata, 'Wahai Rasulullah, aku telah mendengar dari tuan banyak hadits namun aku lupa. Beliau lalu bersabda: 'Hamparkanlah selendangmu.' Maka aku menghamparkannya, beliau lalu (seolah) menciduk sesuatu dengan tangannya, lalu bersabda: 'Ambillah.' Aku pun mengambilnya, maka sejak itu aku tidak "
120,Ilmu,Bertanya sambil berdiri kepada seorang alim yang sedang duduk',"'Seorang laki-laki datang menemui Nabi shallallahu 'alaihi wasallam dan bertanya, 'Wahai Rasulullah, apakah yang disebut dengan perang fi sabilillah (di jalan Allah)? Sebab di antara kami ada yang berperang karena marah dan ada yang karena semangat?' Beliau lalu mengangkat kepalanya ke arah orang ya"
118,Ilmu,Diam untuk mendengarkan ulama',"'Janganlah kalian kembali menjadi kafir, sehingga kalian saling membunuh satu sama lain.'"
119,Ilmu,"Anjuran untuk seorang alim, bila ditanya tentang siapakah yang l'","'Sesungguhnya Nauf Al Bakali menganggap bahwa Musa bukanlah Musa Bani Isra'il, tapi Musa yang lain.' Ibnu Abbas lalu berkata, 'Musuh Allah itu berdusta, sungguh Ubay bin Ka'b telah menceritakan kepada kami dari Nabi shallallahu 'alaihi wasallam: 'Musa Nabi Allah berdiri di hadapan Bani Isra'il membe"
122,Ilmu,Firman Allah Ta\'ala : Dan tidaklah kalian diberi ilmu kecuali s',"'Ketika aku berjalan bersama Nabi shallallahu 'alaihi wasallam di sekitar pinggiran Kota Madinah, saat itu beliau membawa tongkat dari batang pohon kurma. Beliau lalu melewati sekumpulan orang Yahudi, maka sesama mereka saling berkata, 'Tanyakanlah kepadanya tentang ruh!' Sebagian yang lain berkata,"
121,Ilmu,Bertanya dan memberi fatwa ketika sedang melempar jumrah',"'Aku melihat Nabi shallallahu 'alaihi wasallam di sisi jumrah sedang ditanya. Seorang laki-laki bertanya, 'Wahai Rasulullah, aku menyembelih hewan sebelum aku melempar?' Beliau lalu bersabda: 'Melemparlah sekarang, dan kau tidak dosa.' Kemudian datang orang lain dan berkata, 'Wahai Rasulullah, aku t"
127,Ilmu,Malu dalam (menuntut) ilmu',"'Ummu Sulaim datang menemui Rasulullah shallallahu 'alaihi wasallam dan berkata, 'Wahai Rasulullah, sesungguhnya Allah tidak malu dalam perkara yang hak. Apakah bagi wanita wajib mandi jika ia bermimpi?' Nabi shallallahu 'alaihi wasallam menjawab: 'Ya, jika dia melihat air.' Ummu Salamah lalu menutu"
126,Ilmu,Mengkhususkan sebagian iilmu kepada sebagian orang karena khawat',"'Disebutkan kepadaku bahwa Nabi shallallahu 'alaihi wasallam pernah bersabda kepada Mu'adz bin Jabal: 'Barangsiapa berjumpa Allah dengan tidak menyekutukan-Nya dengan sesuatu apapun, maka dia akan masuk surga.' Mu'adz bertanya, 'Bolehkan jika itu aku sampaikan kepada manusia?' Beliau menjawab: 'Jang"
128,Ilmu,Malu dalam (menuntut) ilmu',"'Sesungguhnya di antara pohon-pohon ada satu pohon yang tidak jatuh daunnya, dan itu adalah perumpamaan bagi seorang Muslim. Ceritakan kepadaku pohon apakah itu?' Maka orang-orang menganggapnya sebagai pohon-pohon yang ada di lembah, sedangkan menurut perkiraanku bahwa itu adalah pohon kurma.' 'Abdu"
123,Ilmu,Meninggalkan sebagian ikhtiar karena khawatir sebagian manusia t',"' 'Aisyah banyak merahasiakan (hadits) kepadamu. Apa yang pernah dibicarakannya kepadamu tentang Ka'bah?' Aku berkata, 'Aisyah berkata kepadaku, 'Nabi shallallahu 'alaihi wasallam berkata kepadaku: 'Wahai 'Aisyah, kalau bukan karena kaummu masih dekat zaman mereka, Az Zubair menyebutkan, 'Dengan kek"
124,Ilmu,Mengkhususkan sebagian iilmu kepada sebagian orang karena khawat',"'Berbicaralah dengan manusia sesuai dengan kadar pemahaman mereka, apakah kalian ingin jika Allah dan rasul-Nya didustakan?' Telah menceritakan kepada kami 'Ubaidullah bin Musa dari Ma 'ruf bin Kharrabudz dari Abu Ath Thufail dari 'Ali seperti itu.'"
125,Ilmu,Mengkhususkan sebagian iilmu kepada sebagian orang karena khawat',"'Wahai Mu'adz bin Jabal!' Mu'adz menjawab, 'Wahai Rasulullah, aku penuhi panggilanmu.' Beliau memanggil kembali: 'Wahai Mu'adz!' Mu'adz menjawab, 'Wahai Rasulullah, aku penuhi panggilanmu.' Hal itu hingga terulang tiga kali, beliau lantas bersabda: 'Tidaklah seseorang bersaksi bahwa tidak ada Tuhan "
130,Ilmu,Menyampaikan ilmu dan fatwa di dalam masjid',"'Wahai Rasulullah, dari mana Tuan memerintahkan kami untuk bertalbiyah?' Rasulullah shallallahu 'alaihi wasallam lalu menjawab: 'Bagi penduduk Madinah bertalbiyah dari Dzul Hulaifah, penduduk Syam dari Al Juhfah, dan penduduk Najed dari Qarn.' Ibnu Umar berkata, 'Orang-orang mengklaim bahwa Rasulull"
129,Ilmu,Orang yang malu bertanya lalu menyuruh orang lain untuk bertanya',"'Aku adalah seorang laki-laki yang mudah mengeluarkan madzi, lalu suruh Miqdad bin Al Aswad untuk menanyakan hal itu kepada Nabi shallallahu 'alaihi wasallam. Lalu ia pun menanyakannya kepada beliau, dan beliau menjawab: 'Padanya ada kewajiban wudlu.'"
133,Wudhu,"Keutamaan wudhu, wajah, kedua tangan dan kaki bercahaya karena '","'Aku mendaki masjid bersama Abu Hurairah, lalu dia berwudlu' dan berkata, 'Aku mendengar Nabi shallallahu 'alaihi wasallam bersabda: 'Sesungguhnya umatku akan dihadirkan pada hari kiamat dengan wajah berseri-seri karena sisa air wudlu, barangsiapa di antara kalian bisa memperpanjang cahayanya hendak"
131,Ilmu,Menjawab pertanyaan melebihi yang ditanyakan',"'Apa yang harus dikenakan oleh orang yang melakukan ihram?' Beliau menjawab: 'Ia tidak boleh memakai baju, Imamah (surban yang dililitkan pada kepala), celana panjang, mantel, atau pakaian yang diberi minyak wangi atau za'faran. Jika dia tidak mendapatkan sandal, maka ia boleh mengenakan sepatu deng"
135,Wudhu,Ringan (hemat) dalam berwudhu',"'Nabi berbaring hingga mendengkur, kemudian beliau berdiri shalat. Kemudian Sufyan secara berturut-turut meriwayatkan hadits tersebut kepada kami, dari 'Amru dari Kuraib dari Ibnu 'Abbas ia berkata, 'Pada suatu malam aku pernah menginap di rumah bibiku, Maimunah, Nabi shallallahu 'alaihi wasallam la"
134,Wudhu,Keraguan apakah masih punya wudhu','Janganlah kamu pindah atau pergi hingga kamu mendengar suara atau mencium baunya.'
132,Wudhu,Shalat tidak diterima tanpa bersuci',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Tidak akan diterima shalat seseorang yang berhadats hingga dia berwudlu.' Seorang laki-laki dari Hadlramaut berkata, 'Apa yang dimaksud dengan hadats wahai Abu Hurairah?' Abu Hurairah menjawab, 'Kentut baik dengan suara atau tidak.'"
137,Wudhu,Membasuh muka dengan kedua belah tangan dari satu cidukan','Seperti inilah aku lihat Rasulullah shallallahu 'alaihi wasallam berwudlu.'
139,Wudhu,Bacaan doa memasuki kamar kecil (WC)',"'Jika Nabi shallallahu 'alaihi wasallam masuk ke dalam WC, maka beliau berdo'a: ALLAHUMMA INNI A'UUDZU BIKA MINAL KHUBUTSI WAL KHBA`ITS (Ya Allah aku berlindung kepada-Mu dari setan laki-laki dan setan perempuan) '. Dan hadits ini dikuatkan oleh Ibnu 'Ar'arah dari Syu'bah, dan Ghundar berkata dari S"
136,Wudhu,Menyempurnakan wudhu',"'Rasulullah shallallahu 'alaihi wasallam bertolak meninggalkan 'Arafah hingga setelah sampai di lembah (jalan di sisi gunung) beliau turun buang air kecil, kemudian beliau berwudlu namun dengan wudlu' yang ringan. Aku lalu bertanya, 'Apakah akan shalat wahai Rasulullah? ' beliau menjawab: 'Shalat ma"
138,Wudhu,Membaca basmalah dalam segala kegiatan termasuk berhubungan den',"'Jika salah seorang dari kalian ingin mendatangi isterinya (untuk bersetubuh), maka hendaklah ia membaca; 'ALLAHUMMA JANNIBNASY SYAITHAANA WA JANNIBISY SYAITHAANA MAA RAZAQTANAA (Ya Allah, jauhkanlah kami dari setan dan jauhkanlah setan dari apa yang Engkau rizkikan (anak) kepada kami) '. Jika dikar"
140,Wudhu,Menyiapkan air di tempat buang hajat.',"'Siapa yang meletakkan ini?' Aku lalu memberitahukannya, maka beliau pun bersabda: 'Ya Allah pandaikanlah dia dalam agama.'"
141,Wudhu,Tidak menghadap kiblat ketika buang air besar atau kecil kecual',"'Rasulullah shallallahu 'alaihi wasallam bersabda: 'Jika salah seorang dari kalian masuk ke dalam WC untuk buang hajat, maka janganlah menghadap ke arah kiblat membelakanginya. Hendaklah ia menghadap ke arah timurnya atau baratnya.'"
143,Wudhu,Keluarnya wanita ke tempat buang hajat',"'Hijabilah isteri-isteri Tuan.' Namun Nabi shallallahu 'alaihi wasallam tidak melakukannya. Lalu pada suatu malam waktu Isya` Saudah binti Zam'ah, isteri Nabi shallallahu 'alaihi wasallam, keluar (untuk buang hajat). Dan Saudah adalah seorang wanita yang berpostur tinggi. 'Umar lalu berseru kepadany"
142,Wudhu,Orang yang buang hajat besar di atas dua batu',"'Orang-orang berkata, 'Jika kamu menunaikan hajatmu maka janganlah menghadap kiblat atau menghadap ke arah Baitul Maqdis.' 'Abdullah bin 'Umar lalu berkata, 'Pada suatu hari aku pernah naik atap rumah milik kami, lalu aku melihat Rasulullah shallallahu 'alaihi wasallam buang hajat menghadap Baitul M"
144,Wudhu,Buang hajat besar di rumah','Aku pernah naik di rumah Hafshah karena suatu urusanku. Maka aku melihat Rasulullah shallallahu 'alaihi wasallam buang hajat membelakangi kiblat menghadap Syam.'
147,Wudhu,Membawakan air untuk orang yang bersuci',"'Aku mendengar Anas berkata, 'Jika Rasulullah shallallahu 'alaihi wasallam keluar untuk buang hajat, maka aku dan seorang temanku mengikutinya dengan membawa bejana berisi air.'"
146,Wudhu,Istinja\' (cebok) dengan air',"'Aku mendengar Anas bin Malik berkata, 'Jika Nabi shallallahu 'alaihi wasallam keluar untuk buang hajat, maka aku dan seorang temanku membawakan bejana berisi air, yakni agar beliau bisa beristinja` dengannya.'"
145,Wudhu,Buang hajat besar di rumah',"'Pada suatu hari aku pernah berada di atas rumah milik kami, saat itu aku melihat Rasulullah shallallahu 'alaihi wasallam duduk (buang hajat) di atas dua batu bata menghadap Baitul Maqdis.'"
148,Wudhu,Membawa tongkat beserta air untuk beristinja\'',"'Rasulullah shallallahu 'alaihi wasallam masuk ke dalam WC untuk buang hajat, lalu aku dan seorang temanku membawa bejana berisi air dan sebatang kayu (tongkat) untuk beliau gunakan beristinja'. Hadits ini kuatkan oleh An-Nadlr dan Syadzan dari Syu'bah, 'Al Anazah adalah tongkat yang ujungnya ada be"
